,起飛時間(出發),起飛地點(出發),抵達時間(出發),抵達地點(出發),起飛時間(回程),起飛地點(回程),抵達時間(回程),抵達地點(回程),航空公司,購買網站,一人價格(TWD),兩人總價(TWD),買票去！
11,18:00,TPE,21:35,ICN,09:05,ICN,10:50,TPE,酷航、濟州航空,GotoGate,8381,16761,https://travel.line.me//flights/a82756a48527b087dee0dbdb89a2080e?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
12,21:55,TPE,01:30,ICN,13:45,ICN,09:45,TPE,台灣虎航、廈門航空,GotoGate,8789,17577,https://travel.line.me//flights/6df155b7c3d502a173606002b71b9630?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
13,13:50,TSA,17:25,GMP,12:55,ICN,17:40,TPE,德威航空、中國東方航空,BudgetAir,8804,17608,https://travel.line.me//flights/5f742fe53094cd00c476f609a61b41c3?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
14,21:55,TPE,01:30,ICN,10:35,ICN,12:10,TPE,台灣虎航、大韓航空,GotoGate,8882,17763,https://travel.line.me//flights/92b367e2593e3e840f8f41e8182d197c?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
15,10:35,TPE,14:00,ICN,02:30,ICN,04:05,TPE,真航空、台灣虎航,Trip.com,8989,17978,https://travel.line.me//flights/7bf2ae2793c839f8ece508664c396fa6?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
16,18:00,TPE,21:35,ICN,12:55,ICN,17:40,TPE,酷航、中國東方航空,BudgetAir,8971,17942,https://travel.line.me//flights/135715ec792fdf944727211b08f66fe1?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
17,11:50,TPE,15:05,ICN,02:30,ICN,04:05,TPE,濟州航空、台灣虎航,ezfly 易飛網,9288,18576,https://travel.line.me//flights/305e39f38e549b48a625a3b674b1ae0f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
18,16:10,TPE,19:45,ICN,12:35,ICN,14:10,TPE,中華航空,ly.com,9221,18442,https://travel.line.me//flights/ea68e25097c1ff06bf348327693b8ab4?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
19,13:50,TSA,17:25,GMP,10:35,ICN,12:10,TPE,德威航空、大韓航空,Trip.com,9331,18662,https://travel.line.me//flights/3248366c74f7a0a0bf9bf3649e4c55d0?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
20,18:00,TPE,21:35,ICN,10:35,ICN,12:10,TPE,酷航、大韓航空,GotoGate,9305,18610,https://travel.line.me//flights/15ae8075418970325f6c619f7ffa4c1e?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
21,13:50,TSA,17:25,GMP,13:45,ICN,09:45,TPE,德威航空、廈門航空,Trip.com,9365,18730,https://travel.line.me//flights/76c8528fe3b0e018d8f5f21f2f207c76?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
22,10:35,TPE,14:00,ICN,10:35,ICN,12:10,TPE,大韓航空,GotoGate,9321,18641,https://travel.line.me//flights/5da8fc235faa2b9a87b08d515f6e3a63?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
23,11:50,TPE,15:05,ICN,07:50,ICN,09:25,TPE,濟州航空、真航空,Trip.com,9498,18996,https://travel.line.me//flights/2ea4cd9011989fba16c4c1e3210caa8c?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
24,18:00,TPE,21:35,ICN,13:45,ICN,09:45,TPE,酷航、廈門航空,Trip.com,9606,19212,https://travel.line.me//flights/263e1f6e2c0e11a94aa6db0e73a06435?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
25,15:40,TPE,12:50,ICN,07:50,ICN,09:25,TPE,香港航空、真航空,Trip.com,9610,19220,https://travel.line.me//flights/773e5ba9551fe0623e373ea1f8ccc128?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
26,15:40,TPE,12:50,ICN,02:30,ICN,04:05,TPE,香港航空、台灣虎航,Trip.com,9625,19250,https://travel.line.me//flights/6b8f52495e86017ff7e6e0c80a361a9c?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
27,10:35,TPE,14:00,ICN,09:05,ICN,10:50,TPE,真航空、濟州航空,eDreams,9584,19168,https://travel.line.me//flights/3b52747ef6f1f97eb557d31d788a18f1?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
28,17:10,TPE,20:40,ICN,07:50,ICN,09:25,TPE,韓亞航空、真航空,Trip.com,9702,19404,https://travel.line.me//flights/1a323f28007e88a7ff6bd5bc94fd7296?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
29,17:10,TPE,20:40,ICN,02:30,ICN,04:05,TPE,韓亞航空、台灣虎航,Trip.com,9717,19434,https://travel.line.me//flights/ff230cdad84080264005ea8cf8f66e08?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
30,21:55,TPE,01:30,ICN,19:25,GMP,10:20,TPE,台灣虎航、大韓航空,Trip.com,9717,19434,https://travel.line.me//flights/5511ac1b596dc90dffde4d6163c6e466?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
31,16:10,TPE,19:45,ICN,07:50,ICN,09:25,TPE,中華航空、真航空,Trip.com,9722,19444,https://travel.line.me//flights/c233d44601ccd041051a015d4a6bb352?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
32,10:35,TPE,14:00,ICN,07:50,ICN,09:25,TPE,大韓航空,GotoGate,9676,19351,https://travel.line.me//flights/812bdb85156718f8f6fb3a03b6e2416d?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
33,16:10,TPE,19:45,ICN,02:30,ICN,04:05,TPE,中華航空、台灣虎航,Trip.com,9737,19474,https://travel.line.me//flights/335323a6c10290c1f4496a058e3c034f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
34,21:55,TPE,01:30,ICN,12:35,ICN,14:10,TPE,台灣虎航、中華航空,Trip.com,9821,19642,https://travel.line.me//flights/70e8eca849d07e648eca86ef4a80e7a7?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
35,15:15,TPE,18:45,ICN,12:00,ICN,13:35,TPE,長榮航空,ly.com,9965,19930,https://travel.line.me//flights/fba5a8e8e3ac9734800e815885ba1eae?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
36,15:15,TPE,18:45,ICN,13:50,GMP,15:25,TSA,長榮航空,ly.com,9965,19930,https://travel.line.me//flights/8725cc6c65fa8199c4860a8a2d2731ea?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
37,13:50,TSA,17:25,GMP,19:25,GMP,10:20,TPE,德威航空、大韓航空,Trip.com,10046,20092,https://travel.line.me//flights/6337995bfd6016dab24654dd539710e2?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
38,10:35,TPE,14:00,ICN,19:25,GMP,10:20,TPE,大韓航空,Mytrip,10086,20171,https://travel.line.me//flights/66aa1fe6c9f1ed614376ccc24f83f7d6?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
39,13:50,TSA,17:25,GMP,12:35,ICN,14:10,TPE,德威航空、中華航空,Trip.com,10150,20300,https://travel.line.me//flights/344414e70eb0352ee93d130a61465c6a?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
40,18:00,TPE,21:35,ICN,19:25,GMP,10:20,TPE,酷航、大韓航空,Trip.com,10287,20574,https://travel.line.me//flights/a89e8dd5bf03ea8f839be86c8f25c1f1?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
41,15:15,TPE,18:45,ICN,07:50,ICN,09:25,TPE,長榮航空、真航空,Trip.com,10322,20644,https://travel.line.me//flights/1b7a52a31f41f7da78cb48ebbd9b5d6c?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
42,15:15,TPE,18:45,ICN,02:30,ICN,04:05,TPE,長榮航空、台灣虎航,Trip.com,10337,20674,https://travel.line.me//flights/e59b32d8344a45eee3e2efc31e2a62dc?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
43,11:50,TPE,15:05,ICN,09:05,ICN,10:50,TPE,濟州航空,GotoGate,10298,20596,https://travel.line.me//flights/2592c7e935be7b1cd6a4c830b02e4535?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
44,21:55,TPE,01:30,ICN,20:45,ICN,22:20,TPE,台灣虎航、中華航空,Trip.com,10370,20740,https://travel.line.me//flights/d4a29f71e8309353a48ac92cbb11be15?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
45,21:55,TPE,01:30,ICN,14:20,ICN,15:50,TPE,台灣虎航、韓亞航空,Trip.com,10370,20740,https://travel.line.me//flights/1f5a2436ac753137a1bf5ed02be6e809?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
46,18:00,TPE,21:35,ICN,12:35,ICN,14:10,TPE,酷航、中華航空,Trip.com,10391,20782,https://travel.line.me//flights/1f4917982b606978229f3c55e4b5852f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
47,10:35,TPE,14:00,ICN,12:55,ICN,17:40,TPE,真航空、中國東方航空,BudgetAir,10340,20680,https://travel.line.me//flights/a02684e24f3918ba1df99734b72df449?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
48,10:35,TPE,14:00,ICN,10:35,ICN,12:10,TPE,真航空、大韓航空,eDreams,10390,20780,https://travel.line.me//flights/ee42f84e526f619f850d80a64c7bda3f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
49,21:55,TPE,01:30,ICN,07:20,GMP,12:30,TPE,台灣虎航、釜山航空,Trip.com,10513,21026,https://travel.line.me//flights/685a1ceb3705949ba48e837138778e00?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
50,13:30,TPE,17:05,ICN,07:50,ICN,09:25,TPE,韓亞航空、真航空,Trip.com,10534,21068,https://travel.line.me//flights/9b944b8afd11ae97acc1c0b1c6e727e7?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
51,15:40,TPE,12:50,ICN,09:05,ICN,10:50,TPE,香港航空、濟州航空,Trip.com,10546,21092,https://travel.line.me//flights/09a45ea6be7aa5e5372128a9f5c810b8?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
52,13:30,TPE,17:05,ICN,02:30,ICN,04:05,TPE,韓亞航空、台灣虎航,Trip.com,10549,21098,https://travel.line.me//flights/16fcc3039415f25e3c9c64ec78809bf9?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
53,17:10,TPE,20:40,ICN,09:05,ICN,10:50,TPE,韓亞航空、濟州航空,Trip.com,10638,21276,https://travel.line.me//flights/df9bae30f3fedf61a7b211f87cfc395f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
54,16:10,TPE,19:45,ICN,09:05,ICN,10:50,TPE,中華航空、濟州航空,Trip.com,10658,21316,https://travel.line.me//flights/c571636b8a0def9381c3e7d9b1a9c07d?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
55,13:50,TSA,17:25,GMP,20:45,ICN,22:20,TPE,德威航空、中華航空,Trip.com,10699,21398,https://travel.line.me//flights/f44e6232505747829bcd6f37ffba9079?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
56,13:50,TSA,17:25,GMP,14:20,ICN,15:50,TPE,德威航空、韓亞航空,Trip.com,10699,21398,https://travel.line.me//flights/aedd73bc5b1ad6abb819d5b9e9814074?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
57,13:20,TPE,16:50,ICN,10:35,ICN,12:10,TPE,大韓航空,ly.com,10703,21406,https://travel.line.me//flights/432c879f3f19ce2060b2ea3f7b5540ab?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
